"ref_area.label","indicator.label","source.label","time","obs_value","note_indicator.label","note_source.label"
"Malaysia","Trade union density rate (%)","OS - Estimations based on Administrative data","2018",8.7,,
"Malaysia","Trade union density rate (%)","OS - Estimations based on Administrative data","2017",8.68,,
"Malaysia","Trade union density rate (%)","OS - Estimations based on Administrative data","2016",8.81,,
"Malaysia","Trade union density rate (%)","OS - Estimations based on Administrative data","2015",8.78,,
"Malaysia","Trade union density rate (%)","OS - Estimations based on Administrative data","2014",8.91,,
"Malaysia","Trade union density rate (%)","OS - Estimations based on Administrative data","2013",9.08,,
"Malaysia","Trade union density rate (%)","OS - Estimations based on Administrative data","2012",9.25,,
"Malaysia","Trade union density rate (%)","OS - Estimations based on Administrative data","2011",8.44,,
"Malaysia","Trade union density rate (%)","OS - Estimations based on Administrative data","2010",9.12,,
"Namibia","Trade union density rate (%)","LFS - Labour Force Survey","2018",18.3,,
"Namibia","Trade union density rate (%)","LFS - Labour Force Survey","2016",17.61,,
"Niger","Trade union density rate (%)","OE - Official Estimates on Employment","2012",27,,
"Nicaragua","Trade union density rate (%)","ADM - Administrative Records of the Trade Unions' Directorates","2010",5.3,,
"Netherlands","Trade union density rate (%)","ADM - Records of the Ministry of Social Affairs and Employment","2019",15.39,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","Trade union density rate (%)","ADM - Records of the Ministry of Social Affairs and Employment","2018",16.51,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","Trade union density rate (%)","ADM - Records of the Ministry of Social Affairs and Employment","2017",16.8,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","Trade union density rate (%)","ADM - Records of the Ministry of Social Affairs and Employment","2016",17.32,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","Trade union density rate (%)","ADM - Records of the Ministry of Social Affairs and Employment","2015",17.72,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","Trade union density rate (%)","ADM - Records of the Ministry of Social Affairs and Employment","2014",18.13,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","Trade union density rate (%)","ADM - Records of the Ministry of Social Affairs and Employment","2013",18.21,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","Trade union density rate (%)","ADM - Records of the Ministry of Social Affairs and Employment","2012",18.85,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","Trade union density rate (%)","ADM - Records of the Ministry of Social Affairs and Employment","2011",19.34,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","Trade union density rate (%)","ADM - Records of the Ministry of Social Affairs and Employment","2010",19.28,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","Trade union density rate (%)","ADM - Records of associations of wage earners and employers' associations","2019",50.4,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","Trade union density rate (%)","ADM - Records of associations of wage earners and employers' associations","2018",49.88,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","Trade union density rate (%)","ADM - Records of associations of wage earners and employers' associations","2017",49.98,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","Trade union density rate (%)","ADM - Records of associations of wage earners and employers' associations","2016",49.99,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","Trade union density rate (%)","ADM - Records of associations of wage earners and employers' associations","2015",49.78,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","Trade union density rate (%)","ADM - Records of associations of wage earners and employers' associations","2014",50.07,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","Trade union density rate (%)","ADM - Records of associations of wage earners and employers' associations","2013",49.82,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","Trade union density rate (%)","ADM - Records of associations of wage earners and employers' associations","2012",49.93,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","Trade union density rate (%)","ADM - Records of associations of wage earners and employers' associations","2011",49.93,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","Trade union density rate (%)","ADM - Records of associations of wage earners and employers' associations","2010",50.52,"Trade union membership coverage: Adjusted for the right to unionize",
"Nepal","Trade union density rate (%)","OS - Estimations based on administrative data","2018",30.16,,
"Nepal","Trade union density rate (%)","OS - Estimations based on administrative data","2016",38.88,,
"Nepal","Trade union density rate (%)","OS - Estimations based on administrative data","2014",32.91,,
"New Zealand","Trade union density rate (%)","ADM-RWO - Union Membership Return Report","2020",18.89,,
"New Zealand","Trade union density rate (%)","ADM-RWO - Union Membership Return Report","2019",18.79,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","Trade union density rate (%)","ADM-RWO - Union Membership Return Report","2018",19.23,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","Trade union density rate (%)","ADM-RWO - Union Membership Return Report","2017",18.46,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","Trade union density rate (%)","ADM-RWO - Union Membership Return Report","2016",18.77,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","Trade union density rate (%)","ADM-RWO - Union Membership Return Report","2015",17.79,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","Trade union density rate (%)","ADM-RWO - Union Membership Return Report","2014",18.48,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","Trade union density rate (%)","ADM-RWO - Union Membership Return Report","2013",19.47,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","Trade union density rate (%)","ADM-RWO - Union Membership Return Report","2012",20.34,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","Trade union density rate (%)","ADM-RWO - Union Membership Return Report","2011",20.52,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","Trade union density rate (%)","ADM-RWO - Union Membership Return Report","2010",21.43,"Trade union membership coverage: Adjusted for the right to unionize",
"Pakistan","Trade union density rate (%)","OE - Estimates based on Administrative data","2016",4.73,,
"Panama","Trade union density rate (%)","OE - Estimates based on various sources","2019",26.32,,
"Panama","Trade union density rate (%)","OE - Estimates based on various sources","2018",26.33,,
"Panama","Trade union density rate (%)","OE - Estimates based on various sources","2017",24.5,,
"Panama","Trade union density rate (%)","OE - Estimates based on various sources","2016",19.58,,
"Panama","Trade union density rate (%)","OE - Estimates based on various sources","2015",17.49,,
"Panama","Trade union density rate (%)","OE - Estimates based on various sources","2014",16.81,,
"Panama","Trade union density rate (%)","OE - Estimates based on various sources","2013",15.51,,
"Panama","Trade union density rate (%)","OE - Estimates based on various sources","2012",15.3,,
"Peru","Trade union density rate (%)","ADM - Electronic reports","2018",2.28,,
"Peru","Trade union density rate (%)","ADM - Electronic reports","2017",2.76,,
"Peru","Trade union density rate (%)","ADM - Electronic reports","2016",2.76,,
"Peru","Trade union density rate (%)","ADM - Electronic reports","2015",3.13,,
"Peru","Trade union density rate (%)","ADM - Electronic reports","2014",3.21,,
"Peru","Trade union density rate (%)","ADM - Electronic reports","2013",3.2,,
"Peru","Trade union density rate (%)","ADM - Electronic reports","2012",2.15,,
"Peru","Trade union density rate (%)","ADM - Electronic reports","2011",2.05,,
"Peru","Trade union density rate (%)","ADM - Electronic reports","2010",1.93,,
"Philippines","Trade union density rate (%)","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","2020",8.49,,
"Philippines","Trade union density rate (%)","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","2019",7.59,,
"Philippines","Trade union density rate (%)","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","2018",7.7,,
"Philippines","Trade union density rate (%)","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","2017",7.95,,
"Philippines","Trade union density rate (%)","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","2016",8.03,,
"Philippines","Trade union density rate (%)","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","2015",8.51,,
"Philippines","Trade union density rate (%)","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","2014",8.84,,
"Philippines","Trade union density rate (%)","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","2013",8.52,,
"Philippines","Trade union density rate (%)","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","2012",8.58,,
"Philippines","Trade union density rate (%)","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","2011",8.71,,
"Philippines","Trade union density rate (%)","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","2010",8.78,,
"Poland","Trade union density rate (%)","OS - Estimations based on self-declared membership of affiliated and independent unions","2018",12.71,,
"Poland","Trade union density rate (%)","OS - Estimations based on self-declared membership of affiliated and independent unions","2017",13.38,,
"Poland","Trade union density rate (%)","OS - Estimations based on self-declared membership of affiliated and independent unions","2016",13.99,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","Trade union density rate (%)","OS - Estimations based on self-declared membership of affiliated and independent unions","2014",16.48,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","Trade union density rate (%)","OS - Estimations based on self-declared membership of affiliated and independent unions","2012",16.98,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","Trade union density rate (%)","OS - Estimations based on self-declared membership of affiliated and independent unions","2011",17.25,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","Trade union density rate (%)","OS - Estimations based on self-declared membership of affiliated and independent unions","2010",19.98,"Trade union membership coverage: Adjusted for the right to unionize",
"Portugal","Trade union density rate (%)","ADM - Records of main union confederations and independent unions","2016",15.29,,
"Portugal","Trade union density rate (%)","ADM - Records of main union confederations and independent unions","2015",16.05,,
"Portugal","Trade union density rate (%)","ADM - Records of main union confederations and independent unions","2014",17.1,,
"Portugal","Trade union density rate (%)","ADM - Records of main union confederations and independent unions","2012",18.9,,
"Portugal","Trade union density rate (%)","ADM - Records of main union confederations and independent unions","2011",18.8,,
"Portugal","Trade union density rate (%)","ADM - Records of main union confederations and independent unions","2010",19.8,,
"Paraguay","Trade union density rate (%)","HS - Continous Household Survey","2019",6.93,,
"Paraguay","Trade union density rate (%)","HS - Continous Household Survey","2018",6.91,,
"Paraguay","Trade union density rate (%)","HS - Continous Household Survey","2017",6.4,,
"Paraguay","Trade union density rate (%)","HS - Continous Household Survey","2016",7.03,,
"Paraguay","Trade union density rate (%)","HS - Continous Household Survey","2015",6.8,,
"Paraguay","Trade union density rate (%)","HS - Continous Household Survey","2014",6.52,,
"Paraguay","Trade union density rate (%)","HS - Continous Household Survey","2013",8.74,,
"Paraguay","Trade union density rate (%)","HS - Continous Household Survey","2012",8.26,,
"Paraguay","Trade union density rate (%)","HS - Continous Household Survey","2011",6.4,,
"Paraguay","Trade union density rate (%)","HS - Continous Household Survey","2010",8.1,,
"Occupied Palestinian Territory","Trade union density rate (%)","LFS - Labour Force Survey","2019",21.28,,
"Occupied Palestinian Territory","Trade union density rate (%)","LFS - Labour Force Survey","2018",22.78,,
"Occupied Palestinian Territory","Trade union density rate (%)","LFS - Labour Force Survey","2017",19.8,,
"Occupied Palestinian Territory","Trade union density rate (%)","LFS - Labour Force Survey","2016",22.25,,
"Occupied Palestinian Territory","Trade union density rate (%)","LFS - Labour Force Survey","2015",30.14,,
"Occupied Palestinian Territory","Trade union density rate (%)","ADM - Records of the Labour Relations Department","2013",8.53,,
"Occupied Palestinian Territory","Trade union density rate (%)","ADM - Records of the Labour Relations Department","2011",17.88,,
"Romania","Trade union density rate (%)","ADM-RWO - Trade unions records","2018",21.39,,
"Romania","Trade union density rate (%)","ADM-RWO - Trade unions records","2016",21.61,,
"Romania","Trade union density rate (%)","ADM-RWO - Trade unions records","2013",25.2,,
"Romania","Trade union density rate (%)","ADM-RWO - Trade unions records","2012",26.7,,
"Romania","Trade union density rate (%)","ADM-RWO - Trade unions records","2011",30.5,,
"Romania","Trade union density rate (%)","ADM-RWO - Trade unions records","2010",35.4,,
"Russian Federation","Trade union density rate (%)","ADM-RWO - Records of Workers' Organizations","2017",27.45,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","Trade union density rate (%)","ADM-RWO - Records of Workers' Organizations","2016",28.01,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","Trade union density rate (%)","ADM-RWO - Records of Workers' Organizations","2015",28.28,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","Trade union density rate (%)","ADM-RWO - Records of Workers' Organizations","2014",28.92,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","Trade union density rate (%)","ADM-RWO - Records of Workers' Organizations","2013",29.76,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","Trade union density rate (%)","ADM-RWO - Records of Workers' Organizations","2012",31.08,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","Trade union density rate (%)","ADM-RWO - Records of Workers' Organizations","2011",32.97,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","Trade union density rate (%)","ADM-RWO - Records of Workers' Organizations","2010",33.73,"Trade union membership coverage: Adjusted for the right to unionize",
"Rwanda","Trade union density rate (%)","LFS - Labour Force Survey","2019",5.86,,
"Rwanda","Trade union density rate (%)","LFS - Labour Force Survey","2018",4.97,,
"Rwanda","Trade union density rate (%)","LFS - Labour Force Survey","2017",5.41,,
"Sudan","Trade union density rate (%)","LFS - Household Survey","2011",30.41,,
"Senegal","Trade union density rate (%)","OE - Estimates based on various sources","2019",7.36,,
"Senegal","Trade union density rate (%)","OE - Estimates based on various sources","2018",9.69,,
"Senegal","Trade union density rate (%)","OE - Estimates based on various sources","2017",7.96,,
"Senegal","Trade union density rate (%)","OE - Estimates based on various sources","2016",8.27,,
"Senegal","Trade union density rate (%)","OE - Estimates based on various sources","2014",14.1,,
"Senegal","Trade union density rate (%)","OE - Estimates based on various sources","2013",13.86,,
"Senegal","Trade union density rate (%)","OE - Estimates based on various sources","2012",14.11,,
"Senegal","Trade union density rate (%)","OE - Estimates based on various sources","2011",13.73,,
"Senegal","Trade union density rate (%)","OE - Estimates based on various sources","2010",13.57,,
"Singapore","Trade union density rate (%)","OS - Estimations based on Administrative data","2019",22.18,,"Reference group coverage: Including non residents"
"Singapore","Trade union density rate (%)","OS - Estimations based on Administrative data","2018",21.94,,"Reference group coverage: Including non residents"
"Singapore","Trade union density rate (%)","OS - Estimations based on Administrative data","2017",22.16,,"Reference group coverage: Including non residents"
"Singapore","Trade union density rate (%)","OS - Estimations based on Administrative data","2016",21.8,,"Reference group coverage: Including non residents"
"Singapore","Trade union density rate (%)","OS - Estimations based on Administrative data","2015",21.21,,"Reference group coverage: Including non residents"
"Singapore","Trade union density rate (%)","OS - Estimations based on Administrative data","2014",20.84,,"Reference group coverage: Including non residents"
"Singapore","Trade union density rate (%)","OS - Estimations based on Administrative data","2013",20.41,,"Reference group coverage: Including non residents"
"Singapore","Trade union density rate (%)","OS - Estimations based on Administrative data","2012",19.35,,"Reference group coverage: Including non residents"
"Singapore","Trade union density rate (%)","OS - Estimations based on Administrative data","2011",18.91,,"Reference group coverage: Including non residents"
"Singapore","Trade union density rate (%)","OS - Estimations based on Administrative data","2010",18.03,,"Reference group coverage: Including non residents"
"Sierra Leone","Trade union density rate (%)","LFS - Labour Force Survey","2014",23.7,,
"El Salvador","Trade union density rate (%)","OE - Estimates based on various sources","2018",8.73,,
"El Salvador","Trade union density rate (%)","OE - Estimates based on various sources","2017",10.82,,
"El Salvador","Trade union density rate (%)","OE - Estimates based on various sources","2016",17.4,,
"El Salvador","Trade union density rate (%)","OE - Estimates based on various sources","2015",12.92,,
"El Salvador","Trade union density rate (%)","OE - Estimates based on various sources","2014",12.53,,
"El Salvador","Trade union density rate (%)","OE - Estimates based on various sources","2013",15.97,,
"El Salvador","Trade union density rate (%)","OE - Estimates based on various sources","2012",9.84,,
"El Salvador","Trade union density rate (%)","OE - Estimates based on various sources","2011",14.07,,
"El Salvador","Trade union density rate (%)","OE - Estimates based on various sources","2010",15.16,,
"Somalia","Trade union density rate (%)","LFS - Labour Force Survey","2019",11.8,,
"Serbia","Trade union density rate (%)","ADM-RWO - Trade unions records","2010",33.28,,
"Slovakia","Trade union density rate (%)","ADM - Trade unions records","2019",11.08,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","Trade union density rate (%)","ADM - Trade unions records","2018",11.11,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","Trade union density rate (%)","ADM - Trade unions records","2017",11.41,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","Trade union density rate (%)","ADM - Trade unions records","2016",11.78,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","Trade union density rate (%)","ADM - Trade unions records","2015",10.94,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","Trade union density rate (%)","ADM - Trade unions records","2014",12.16,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","Trade union density rate (%)","ADM - Trade unions records","2013",13.29,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","Trade union density rate (%)","ADM - Trade unions records","2012",13.59,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","Trade union density rate (%)","ADM - Trade unions records","2011",14.07,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","Trade union density rate (%)","ADM - Trade unions records","2010",15.22,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovenia","Trade union density rate (%)","ADM - Administrative records and related sources","2016",26.9,,
"Slovenia","Trade union density rate (%)","ADM - Administrative records and related sources","2015",25.1,,
"Slovenia","Trade union density rate (%)","ADM - Administrative records and related sources","2014",28,,
"Slovenia","Trade union density rate (%)","ADM - Administrative records and related sources","2013",26.5,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","Trade union density rate (%)","LFS - Labour Force Survey","2019",65.21,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","Trade union density rate (%)","LFS - Labour Force Survey","2018",60.07,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","Trade union density rate (%)","LFS - Labour Force Survey","2017",60.78,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","Trade union density rate (%)","LFS - Labour Force Survey","2016",61.71,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","Trade union density rate (%)","LFS - Labour Force Survey","2015",62.22,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","Trade union density rate (%)","LFS - Labour Force Survey","2014",61.77,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","Trade union density rate (%)","LFS - Labour Force Survey","2013",61.98,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","Trade union density rate (%)","LFS - Labour Force Survey","2012",62.38,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","Trade union density rate (%)","LFS - Labour Force Survey","2011",62.25,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","Trade union density rate (%)","LFS - Labour Force Survey","2010",63.5,"Trade union membership coverage: Adjusted for the right to unionize",
"Eswatini","Trade union density rate (%)","LFS - Labour Force Survey","2016",23.88,,
"Seychelles","Trade union density rate (%)","LFS - Labour Force Survey","2011",2.04,,
"Togo","Trade union density rate (%)","OS - Estimations based on administrative data","2019",23.81,,
"Togo","Trade union density rate (%)","OS - Estimations based on administrative data","2018",23.8,,
"Togo","Trade union density rate (%)","OS - Estimations based on administrative data","2017",24.17,,
"Togo","Trade union density rate (%)","OS - Estimations based on administrative data","2016",28.66,,
"Thailand","Trade union density rate (%)","Other - Special data collection","2019",3.32,,
"Thailand","Trade union density rate (%)","Other - Special data collection","2018",3.36,,
"Thailand","Trade union density rate (%)","Other - Special data collection","2017",3.32,,
"Thailand","Trade union density rate (%)","Other - Special data collection","2016",3.38,,
"Thailand","Trade union density rate (%)","Other - Special data collection","2015",3.46,,
"Thailand","Trade union density rate (%)","Other - Special data collection","2014",3.42,,
"Thailand","Trade union density rate (%)","Other - Special data collection","2012",3.46,,
"Thailand","Trade union density rate (%)","Other - Special data collection","2011",3.36,,
"Thailand","Trade union density rate (%)","Other - Special data collection","2010",3.14,,
"Trinidad and Tobago","Trade union density rate (%)","ADM-EOR - Trade unions records","2013",19.8,,
"Trinidad and Tobago","Trade union density rate (%)","ADM-EOR - Trade unions records","2010",21,,
"Tunisia","Trade union density rate (%)","ADM - Other Administrative records and related sources","2019",38.11,,
"Tunisia","Trade union density rate (%)","ADM - Other Administrative records and related sources","2018",36.59,,
"Tunisia","Trade union density rate (%)","ADM - Other Administrative records and related sources","2017",36.85,,
"Tunisia","Trade union density rate (%)","ADM - Other Administrative records and related sources","2016",27.22,,
"Tunisia","Trade union density rate (%)","ADM - Other Administrative records and related sources","2011",20.38,,
"Türkiye","Trade union density rate (%)","ADM - Records from the Ministry of Labour and Social Security","2019",9.85,,
"Türkiye","Trade union density rate (%)","ADM - Records from the Ministry of Labour and Social Security","2018",9.22,,
"Türkiye","Trade union density rate (%)","ADM - Records from the Ministry of Labour and Social Security","2017",8.56,,
"Türkiye","Trade union density rate (%)","ADM - Records from the Ministry of Labour and Social Security","2016",8.16,,
"Türkiye","Trade union density rate (%)","ADM - Records from the Ministry of Labour and Social Security","2015",8,,
"Türkiye","Trade union density rate (%)","ADM - Records from the Ministry of Labour and Social Security","2014",6.94,,
"Türkiye","Trade union density rate (%)","ADM - Records from the Ministry of Labour and Social Security","2013",6.31,,
"Taiwan, China","Trade union density rate (%)","ADM - Administrative Records","2017",32.23,,
"Taiwan, China","Trade union density rate (%)","ADM - Administrative Records","2010",39.7,,
"Tanzania, United Republic of","Trade union density rate (%)","ADM-RWO - Trade unions records","2015",24.3,,"Geographical coverage: Total national, excluding overseas territories"
"Tanzania, United Republic of","Trade union density rate (%)","ADM-RWO - Trade unions records","2014",25.3,,"Geographical coverage: Total national, excluding overseas territories"
"Tanzania, United Republic of","Trade union density rate (%)","ADM-RWO - Trade unions records","2013",27.5,,"Geographical coverage: Total national, excluding overseas territories"
"Tanzania, United Republic of","Trade union density rate (%)","ADM-RWO - Trade unions records","2012",31.5,,"Geographical coverage: Total national, excluding overseas territories"
"Tanzania, United Republic of","Trade union density rate (%)","ADM-RWO - Trade unions records","2011",34.1,,"Geographical coverage: Total national, excluding overseas territories"
"Tanzania, United Republic of","Trade union density rate (%)","ADM-RWO - Trade unions records","2010",35.4,,"Geographical coverage: Total national, excluding overseas territories"
"Uganda","Trade union density rate (%)","LFS - National Labour Force Survey","2017",10.26,,
"Uganda","Trade union density rate (%)","LFS - National Labour Force Survey","2012",10.71,,
"Ukraine","Trade union density rate (%)","ADM-RWO - Annual reports of trade unions","2019",36.64,,
"Ukraine","Trade union density rate (%)","ADM-RWO - Annual reports of trade unions","2018",38.8,,
"Ukraine","Trade union density rate (%)","ADM-RWO - Annual reports of trade unions","2017",39.1,,
"Ukraine","Trade union density rate (%)","ADM-RWO - Annual reports of trade unions","2016",41.2,,
"Ukraine","Trade union density rate (%)","ADM-RWO - Annual reports of trade unions","2015",43.8,,
"Ukraine","Trade union density rate (%)","ADM-RWO - Annual reports of trade unions","2014",46.8,,
"Ukraine","Trade union density rate (%)","ADM-RWO - Annual reports of trade unions","2012",54.67,,
"Ukraine","Trade union density rate (%)","ADM-RWO - Annual reports of trade unions","2011",55.29,,
"Ukraine","Trade union density rate (%)","ADM-RWO - Annual reports of trade unions","2010",56.5,,
"Uruguay","Trade union density rate (%)","ADM-RWO - Administrative Records of the Workers' National Central Union","2013",30.1,,
"Uruguay","Trade union density rate (%)","ADM-RWO - Administrative Records of the Workers' National Central Union","2012",29.2,,
"Uruguay","Trade union density rate (%)","ADM-RWO - Administrative Records of the Workers' National Central Union","2011",28.1,,
"Uruguay","Trade union density rate (%)","ADM-RWO - Administrative Records of the Workers' National Central Union","2010",28.79,,
"United States","Trade union density rate (%)","LFS - Current Population Survey","2020",10.29,,
"United States","Trade union density rate (%)","LFS - Current Population Survey","2019",9.85,,
"United States","Trade union density rate (%)","LFS - Current Population Survey","2018",10.1,,
"United States","Trade union density rate (%)","LFS - Current Population Survey","2017",10.31,,
"United States","Trade union density rate (%)","LFS - Current Population Survey","2016",10.27,,
"United States","Trade union density rate (%)","LFS - Current Population Survey","2015",10.63,,
"United States","Trade union density rate (%)","LFS - Current Population Survey","2014",10.65,,
"United States","Trade union density rate (%)","LFS - Current Population Survey","2013",10.81,,
"United States","Trade union density rate (%)","LFS - Current Population Survey","2012",10.81,,
"United States","Trade union density rate (%)","LFS - Current Population Survey","2011",11.33,,
"United States","Trade union density rate (%)","LFS - Current Population Survey","2010",11.38,,
"Saint Vincent and the Grenadines","Trade union density rate (%)","ADM-IR - National Insurance Services Records","2010",4.9,,
"Venezuela, Bolivarian Republic of","Trade union density rate (%)","ADM-LIR - Administrative Records of the Ministry of Popular Power for Labour and Social Security","2012",0.2,,
"Venezuela, Bolivarian Republic of","Trade union density rate (%)","ADM-LIR - Administrative Records of the Ministry of Popular Power for Labour and Social Security","2011",0.2,,
"Viet Nam","Trade union density rate (%)","LFS - Labour Force Survey","2018",49.61,,
"Viet Nam","Trade union density rate (%)","ADM-RWO - Vietnam General Confederation of Labour Records","2012",13.96,,
"Samoa","Trade union density rate (%)","LFS - Labour Force Survey","2014",11.82,,
"Samoa","Trade union density rate (%)","LFS - Labour Force Survey","2012",11.76,,
"Samoa","Trade union density rate (%)","ADM - Administrative Records of the National statistical Office","2013",11.82,,
"South Africa","Trade union density rate (%)","LFS - Quarterly Labour Force Survey","2019",29.06,,
"South Africa","Trade union density rate (%)","LFS - Quarterly Labour Force Survey","2018",29.32,,
"South Africa","Trade union density rate (%)","LFS - Quarterly Labour Force Survey","2017",28.74,,
"South Africa","Trade union density rate (%)","LFS - Quarterly Labour Force Survey","2016",27.97,,
"South Africa","Trade union density rate (%)","LFS - Quarterly Labour Force Survey","2015",27.27,,
"South Africa","Trade union density rate (%)","LFS - Quarterly Labour Force Survey","2014",28.87,,
"South Africa","Trade union density rate (%)","LFS - Quarterly Labour Force Survey","2013",28.61,,
"South Africa","Trade union density rate (%)","LFS - Quarterly Labour Force Survey","2012",29.64,,
"South Africa","Trade union density rate (%)","LFS - Quarterly Labour Force Survey","2011",29.2,,
"South Africa","Trade union density rate (%)","LFS - Quarterly Labour Force Survey","2010",29.87,,
"Zambia","Trade union density rate (%)","LFS - Labour Force Survey","2019",23.92,,
"Zambia","Trade union density rate (%)","LFS - Labour Force Survey","2018",25.39,,
"Zambia","Trade union density rate (%)","LFS - Labour Force Survey","2017",24.61,,
"Zambia","Trade union density rate (%)","ADM-RWO - Records of the ZCTU and the FFTUZ","2014",28.96,,
"Zambia","Trade union density rate (%)","ADM-RWO - Records of the ZCTU and the FFTUZ","2012",26.7,,
"Zimbabwe","Trade union density rate (%)","LFS - Labour Force Survey","2014",15.14,,
"Zimbabwe","Trade union density rate (%)","ADM-RWO - Records of the Ministry of Labour and Social Services","2017",17.76,,
"Zimbabwe","Trade union density rate (%)","ADM-RWO - Records of the Ministry of Labour and Social Services","2010",7.5,,
